Ait. Br.	Aitareya Brāhmaṇa, (Bombay).
Ak.	Amarkoṣa, (Bombay).
Ā. L.	Ānandalaharī.
Amaru.	Amaruśataka, (Nirṇaya Sāgar, 1916).
Āpast.	Āpastamba.
A. Rām.	Adhyātma Rāmāyaṇa.
A. R.	Anargharāghava (Published in the Kāvyamālā).
Āry. S.	Āryavidyāsudhākara, (Bombay).
Āryā. S.	Āryāsaptasatī (Published in the Kāvyamālā).
Aśvad.	Aśvadhātī (Published in the Subhāṣitaratnākara).
Āśval.	Āśvalāyana’s Sūtras.
Av.	Atharava–Veda. (ed. by Pandit Satavalekar).
Baudhāy.	Baudhāyana.
Bg.	Bhagavadgītā (Tilak Edition).
Bh.	Bhartṛihari’s three śatakas (the figures 1. 2. 3. after Bh. denoting Śṛṅgāra°, Nīti°, and Vairāgya°). Nīti and Vairāgya -- Oriental Publishing Company (Bombay). Śṛṅgāra -- Nirṇaya Sāgara, 1925.
B. P.	Bhaviṣya Purāṇa.
Bhav.P.	Bhaviṣyottara Purāṇa.
Bhāg.	Bhāgawata, (V. Ramaswamy Sastrulu & Sons, Madras).
Bhār. Ch.	Bhāratacampū, (Bombay).
Bhāṣā P.	Bhāṣāparichchheda.
Bhāva P.	Bhāvaprakāśa.
Bīj.	Bījagaṇita.
Bil. Ch.	Bilhaṇacharitam.
Bk.	Bhaṭṭikāvya, (Nirṇaya Sāgara, 1928).
Bm.	Bhāratamañjarī.
B. R.	Bālarāmāyaṇa, (Benaras).
B. and R.	Bothlingk and Roth.
Brav. P.	Brahmavaivarta Purāṇa.
Bṛi. S.	Varāhamihira’s Bṛhatsaṃhitā, (लक्ष्मीवेङ्कटेश्वर कल्याण‑मुंबई १८९७).
Bri. Kath.	Bṛihatkathā.
Br. Sūt.	Brahmasūtrās.
Bṛi. Ār. Up.	Bṛhadāraṇyakopaniṣad, (सार्थ उपनिषत्संग्रह—ह. र. भागवत, १९१४).
Bṛi. Up.	Bṛhadāraṇyakopaniṣad, (सार्थ उपनिषत्संग्रह—ह. र. भागवत, १९१४).
Bu. Ch.	Buddhacharitam, (A. C. Bhat & Co. 1911).
Bv.	Bhāminīvilāsa, (D. V. Sādhale & Co. Bombay).
Chaṇḍ. K.	Chaṇḍakauśika.
Chandr.	Chandrāloka.
Chāṇ.	Chāṇakyāśaṭaka.
Chāt.	Chāṭakāṣṭaka (In two parts.)
Ch. P.	Chaurapañchāśikā.
Chaṇḍ. M.	Chhandomañjarī.
Ch. Up.	Chhāndogyopaniṣad, (सार्थ उपनिषत्संग्रह—ह. र. भागवत, १९१४)
Dāy. Bh.	Dāyabhāga.
Dāy.	Dāyabhāga.
D. Bhāg.	Devībhāgavata.
Dhan. V.	Dhanan̄jayavijaya.
